Название	x	y	h
P512 	66024,045	55259,239	142,4
P513 	65803,488	54951,641	148,6
P514 	65801,944	55078,36	148,5
P515 	65803,188	55195,447	148,4
P516 	65820,413	55165,652	143,7
P517 	65853,358	55297,93	143,2
P518 	65880,701	55162,418	142,7
P519 	65889,006	55062,282	143,4
P52 	68034,726	56467,477	142,4
P520 	65800,531	55461,295	143,1
P521 	65787,54	55431,165	148,4
P522 	65861,394	55018,398	143,4
P523 	65859,23	55492,263	142,8
P524 	65888,939	54944,59	142,9
P525 	65833,329	54896,526	142,7
P53 	68039,708	56812,779	139,3
P54 	68048,032	56548,352	143,2
P55 	68043,023	56569,025	143,6
P56 	67889,893	55913,586	141,3
P57 	67912,735	56042,374	139,4
P58 	67944,015	56132,549	144,0
P59 	67951,935	56141,188	143,9
P6 	67999,24	57098,128	138,9
P60 	67934,849	56165,462	139,1
P61 	68057,243	56109,015	144,3
P62 	67874,789	56170,89	139,0
P63 	67823,782	56161,407	138,9
P64 	67963,141	55933,098	143,5
P65 	67806,514	56069,238	138,9
P66 	67787,781	56000,748	138,9
P67 	68006,456	55706,464	144,4
P68 	67841,608	55969,324	139,1
P69 	67787,913	55941,698	138,9
P7 	67936,482	57291,913	140,5
P70 	67881,722	55743,533	143,3
P71 	67886,889	55731,444	144,2
P72 	67747,093	55922,433	138,9
P73 	67880,001	55722,334	143,2
P74 	67698,037	55837,997	138,9
P75 	68003,505	55690,167	143,7
P76 	67724,992	55800,814	139,0
P77 	67813,344	55817,324	139,1
P78 	67959,757	55555,78	143,3
P79 	67875,217	55834,832	139,5
P8 	67806,933	57319,753	139,3
P80 	68081,604	55427,188	143,5
P81 	67850,749	55683,485	139,4
P82 	68023,852	55317,916	143,2
P83 	67780,003	55694,358	139,1
P84 	67694,058	55682,582	138,9
P85 	67878,589	55412,189	142,9
P86 	67853,804	55473,319	142,9
P87 	67668,877	55581,082	139,1
P88 	67920,393	55545,86	143,1
P89 	67661,785	55478,366	138,9
P9 	67892,377	57067,175	138,9
P90 	67720,43	55466,175	139,1
P91 	67845,131	55451,988	143,8
P92 	67742,501	55429,171	138,9
P93 	67789,563	55397,711	139,2
P94 	67771,063	55517,56	139,3
P95 	67836,36	55550,604	139,4
P96 	67788,147	55647,763	139,2
P97 	67844,222	55652,656	139,3
P98 	68026,908	55181,23	143,0
P99 	67962,782	55076,346	141,9
X1 	68221,896	57082,074	148,8
X10 	64990,423	57498,523	147,9
X11 	64823,119	57086,625	148,6
X12 	64885,167	56707,471	147,9
X13 	65101,657	56341,485	147,7
X14 	65649,122	55743,83	147,9
X15 	66990,534	54812,526	144,1
X16 	66149,584	55056,916	147,6
X17 	65891,348	55233,532	146,9
X2 	67865,065	55736,082	144,4
X3 	67287,116	57743,469	142,5
X4 	67628,157	57637,022	144,2
X5 	67279,994	57845,115	144,1
X6 	67009,905	58043,847	145,0
X7 	66715,451	58116,058	143,9
X8 	66186,783	58090,221	147,6
X9 	65445,291	57728,267	148,7
